,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
69,02/07/202011:00:33,02/21/202008:31:33,KingSeattle,PHSKC,PH­20202711216,WA­20202711216,,RR 106 ­ Foodfor HMAC Staff,IncidentStabilization,City,Completed,Completed,,2020-02-07,2020-02-21,rr 106 ­ foodfor hmac staff,
70,02/07/202011:41:02,02/21/202008:31:27,KingSeattle,PHSKC,PH­20202711373,WA­20202711373,,RR 012 ­MessageDisseminationSpecialist,IncidentStabilization,City,Completed,Completed,,2020-02-07,2020-02-21,rr 012 ­messagedisseminationspecialist,
71,02/07/202011:37:57,02/21/202008:31:15,KingSeattle,PHSKC,PH­20202711300,WA­20202711300,,RR 102 ­ FredMeyer andSafeway Cards,IncidentStabilization,City,Completed,Completed,,2020-02-07,2020-02-21,rr 102 ­ fredmeyer andsafeway cards,
72,02/07/202011:31:41,02/21/202008:30:56,KingSeattle,PHSKC,PH­20202711367,WA­20202711367,,RR 016 ­CommunicationsTechnicalAssistant,IncidentStabilization,City,Completed,Completed,,2020-02-07,2020-02-21,rr 016 ­communicationstechnicalassistant,
73,03/18/202015:10:23,03/21/202019:17:24,FranklinConnell,FranklinCountyEmergencyManagement,FCEM COVID­19 03­18­2020CBHA 02,WA­202031815909,,"Mask, N95",IncidentStabilization,County,Assigned,Accepted,,2020-03-18,2020-03-21,"mask, n95",Masks
74,01/27/202011:44:34,03/21/202018:24:38,ThurstonBucoda,Departmentof Health,NCoV0013,WA­20201271190,,LiaisonOfficer / ^,IncidentStabilization,State,Completed,Completed,,2020-01-27,2020-03-21,liaisonofficer,
74,01/27/202011:44:34,03/21/202018:24:38,ThurstonBucoda,Departmentof Health,NCoV0013,WA­20201271190,,LiaisonOfficer / ^,IncidentStabilization,State,Completed,Completed,,2020-01-27,2020-03-21,^,
75,02/28/202012:23:33,03/21/202018:24:26,ThurstonTumwater,Departmentof Health,DOH­T0228.03,WA­202022812561,,QuarantineStaff / ^,IncidentStabilization,State,Completed,Completed,,2020-02-28,2020-03-21,quarantinestaff,
75,02/28/202012:23:33,03/21/202018:24:26,ThurstonTumwater,Departmentof Health,DOH­T0228.03,WA­202022812561,,QuarantineStaff / ^,IncidentStabilization,State,Completed,Completed,,2020-02-28,2020-03-21,^,
76,03/16/202016:29:33,03/21/202018:23:56,ThurstonOlympia,ThurstonCountyEmergencyManagement,TH­202031616170TH­202031616170,WA­202031616170,,"Staffing,Olympia,SecurityPersonnel",PropertyPreservation,State,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"staffing,olympia,securitypersonnel",Staffing
77,03/18/202015:01:57,03/21/202018:20:46,SpokaneSpokane,SpokaneCountySheriff,WA­202031815383SCSO­004,WA­202031815383,,"Eyeware,Protective,Safety,Clear, Adult,500",IncidentStabilization,County,Assigned,Assigned,,2020-03-18,2020-03-21,"eyeware,protective,safety,clear, adult,500",
78,03/19/202013:48:50,03/21/202018:20:34,SpokaneSpokane,SpokaneCounty EMS,WA­202031913267SC EMS 002,WA­202031913267,,"Mask,Surgical, /Surgicalface mask",IncidentStabilization,County,Assigned,,,2020-03-19,2020-03-21,"mask,surgical,",Masks
78,03/19/202013:48:50,03/21/202018:20:34,SpokaneSpokane,SpokaneCounty EMS,WA­202031913267SC EMS 002,WA­202031913267,,"Mask,Surgical, /Surgicalface mask",IncidentStabilization,County,Assigned,,,2020-03-19,2020-03-21,surgicalface mask,Masks
79,03/19/202013:33:13,03/21/202018:20:25,SpokaneSpokane,SpokaneCounty EMS,WA­202031913410SC EMS 001,WA­202031913410,,N­95/N100,IncidentStabilization,County,Assigned,Assigned,,2020-03-19,2020-03-21,n­95,
79,03/19/202013:33:13,03/21/202018:20:25,SpokaneSpokane,SpokaneCounty EMS,WA­202031913410SC EMS 001,WA­202031913410,,N­95/N100,IncidentStabilization,County,Assigned,Assigned,,2020-03-19,2020-03-21,n100,
80,03/19/202014:19:21,03/21/202018:20:16,SpokaneSpokane,SpokaneCounty EMS,WA­202031914617SC EMS 003,WA­202031914617,,Disposablegowns,IncidentStabilization,County,Assigned,Assigned,,2020-03-19,2020-03-21,disposablegowns,Gowns
81,03/19/202014:29:02,03/21/202018:20:04,SpokaneSpokane,SpokaneCounty EMS,WA­202031914610SC EMS 004,WA­202031914610,,Disposablemedicalface shields,IncidentStabilization,County,Assigned,Assigned,,2020-03-19,2020-03-21,disposablemedicalface shields,Face Shield
82,03/08/202013:19:07,03/21/202016:30:48,KingSeattle,EvergreenHealth,PH­20203813603KC­20203813603,WA­20203813603,,"Mask,Procedure",IncidentStabilization,County,Accepted,Accepted,Logistics Section,2020-03-08,2020-03-21,"mask,procedure",Masks
83,03/18/202010:29:27,03/21/202016:30:07,IslandCoupeville,All Heart Agency,IC­20­030026,WA­202031810612,,Eye Protection,IncidentStabilization,County,Cancelled,,,2020-03-18,2020-03-21,eye protection,Goggles/Glasses
84,03/21/202009:22:49,03/21/202016:30:06,PierceBonneyLake,Pierce CountyEmergencyManagement,WA­2020321954130290,WA­20203219541,,500 Gowns. Tier1.,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-21,2020-03-21,500 gowns. tier1.,Gowns
85,03/18/202012:05:38,03/21/202016:29:58,KingSeaTac,City of SeaTac,SeaTac­002­WA­202031812664KC­202031812664,WA­202031812664,,Hand Sanitizer,IncidentStabilization,State,Cancelled,,,2020-03-18,2020-03-21,hand sanitizer,Disinfectant/Sanitizer
86,03/18/202010:25:45,03/21/202016:29:58,IslandCoupeville,All Heart Agency,IC­20­030025,WA­202031810177,,DisinfectingWipes,IncidentStabilization,County,Cancelled,,,2020-03-18,2020-03-21,disinfectingwipes,Disinfectant/Sanitizer
87,03/11/202016:18:57,03/21/202016:29:57,PierceGigHarbor,Herons KeyPenrose Harbor,38 (TPCHD)28735,WA­202031116917,,"Mask, N95 /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"mask, n95",Masks
87,03/11/202016:18:57,03/21/202016:29:57,PierceGigHarbor,Herons KeyPenrose Harbor,38 (TPCHD)28735,WA­202031116917,,"Mask, N95 /Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"gown,disposable",Gowns
88,03/18/202010:10:19,03/21/202016:29:37,IslandCoupeville,All Heart Agency,IC­20­030024,WA­202031810410,,Hand Sanitizer,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,hand sanitizer,Disinfectant/Sanitizer
89,03/11/202013:40:27,03/21/202016:29:37,PiercePuyallup,Central Pierce,20­026528193,WA­202031113975,,"Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"gown,disposable",Gowns
90,03/09/202016:50:15,03/21/202011:21:36,SnohomishEverett,SnohomishHealthDistrict,SnoCo­20203916921,WA­20203916921,,"supply kit,take home /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,"supply kit,take home",
90,03/09/202016:50:15,03/21/202011:21:36,SnohomishEverett,SnohomishHealthDistrict,SnoCo­20203916921,WA­20203916921,,"supply kit,take home /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,^,
91,03/06/202012:01:54,03/21/202011:21:18,SnohomishEverett,SnohomishHealthDistrict,SnoCo­2020361265SnoCo­2020361265,WA­2020361265,,Staffing /Nurse ordiseaseinvestigationspecialists /^,Life Saving,State,Completed,Completed,Logistics Section,2020-03-06,2020-03-21,staffing,Staffing
91,03/06/202012:01:54,03/21/202011:21:18,SnohomishEverett,SnohomishHealthDistrict,SnoCo­2020361265SnoCo­2020361265,WA­2020361265,,Staffing /Nurse ordiseaseinvestigationspecialists /^,Life Saving,State,Completed,Completed,Logistics Section,2020-03-06,2020-03-21,nurse ordiseaseinvestigationspecialists,
91,03/06/202012:01:54,03/21/202011:21:18,SnohomishEverett,SnohomishHealthDistrict,SnoCo­2020361265SnoCo­2020361265,WA­2020361265,,Staffing /Nurse ordiseaseinvestigationspecialists /^,Life Saving,State,Completed,Completed,Logistics Section,2020-03-06,2020-03-21,^,
92,03/02/202014:52:44,03/21/202011:21:07,ThurstonTumwater,WA DOH,0302.08,WA­202032149,,DeputyLogisticsChief / ^,IncidentStabilization,State,Completed,CompletedCompleted,Planning SectionPlanning Section,2020-03-02,2020-03-21,deputylogisticschief,
92,03/02/202014:52:44,03/21/202011:21:07,ThurstonTumwater,WA DOH,0302.08,WA­202032149,,DeputyLogisticsChief / ^,IncidentStabilization,State,Completed,CompletedCompleted,Planning SectionPlanning Section,2020-03-02,2020-03-21,^,
93,03/19/202013:09:45,03/21/202011:21:06,SnohomishEverett,HolidayRetirement /CascadianPlace/BULK MedT3,SnoCo­202031913472,WA­202031913472,,"Masks, N95",IncidentStabilization,County,Assigned,,,2020-03-19,2020-03-21,"masks, n95",Masks
94,02/27/202010:18:09,03/21/202011:20:54,SnohomishSnohomish,SnohomishHealthDistrict,SnoCo ­202022710677,WA­202022710677,,"Masks, N95 /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-02-27,2020-03-21,"masks, n95",Masks
94,02/27/202010:18:09,03/21/202011:20:54,SnohomishSnohomish,SnohomishHealthDistrict,SnoCo ­202022710677,WA­202022710677,,"Masks, N95 /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-02-27,2020-03-21,^,
95,02/05/202011:14:12,03/21/202011:20:24,KingSeattle,PHSKC,RR 1051,WA­20202511179,,Supplies forTake HomeKits / ^,IncidentStabilization,State,Completed,Completed,Logistics Section,2020-02-05,2020-03-21,supplies fortake homekits,
95,02/05/202011:14:12,03/21/202011:20:24,KingSeattle,PHSKC,RR 1051,WA­20202511179,,Supplies forTake HomeKits / ^,IncidentStabilization,State,Completed,Completed,Logistics Section,2020-02-05,2020-03-21,^,
96,03/09/202016:29:22,03/21/202011:19:44,ThurstonOlympia,DSHS ­Long TermCare IC,DSHS­0010,WA­20203916104,,"Mask, N95 /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
96,03/09/202016:29:22,03/21/202011:19:44,ThurstonOlympia,DSHS ­Long TermCare IC,DSHS­0010,WA­20203916104,,"Mask, N95 /^",IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,^,
97,03/11/202009:15:02,03/21/202016:35:52,PierceTacoma,PierceCountyEmergencyManagement,428613,WA­20203119387,,Faceshields/masks,IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-11,2020-03-21,faceshields,
97,03/11/202009:15:02,03/21/202016:35:52,PierceTacoma,PierceCountyEmergencyManagement,428613,WA­20203119387,,Faceshields/masks,IncidentStabilization,County,Accepted,Completed,Logistics Section,2020-03-11,2020-03-21,masks,Masks
98,03/20/202021:38:18,03/21/202016:35:52,KlickitatGoldendale,KlickitatValleyHealth,WA­2020320212170260048,WA­202032021217,,"Medication,albuteralsulfateinhaler",Life Saving,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"medication,albuteralsulfateinhaler",Medication
99,03/18/202011:41:49,03/21/202016:35:51,IslandCoupeville,CamanoIsland FireRescue,WA­202031811314IC­20­030031,WA­202031811314,,"Suit,Protective,Coverall,Tyvek, XL,200",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,"suit,protective,coverall,tyvek, xl,200",
100,03/20/202020:47:58,03/21/202016:35:41,KlickitatGoldendale,KlickitatValleyHealth,WA­2020320205330260038,WA­202032020533,,"Gowns,Isolation",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"gowns,isolation",Gowns
101,03/20/202020:53:22,03/21/202016:35:40,KlickitatGoldendale,KlickitatValleyHealth,WA­202032020810260040,WA­20203202081,,CommercialWasher andDryer Set,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,commercialwasher anddryer set,
102,03/18/202011:33:22,03/21/202016:35:40,IslandCoupeville,CamanoIsland FireRescue,IC­20­030030,WA­20203181175,,ElectrostaticSprayer,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,electrostaticsprayer,
103,03/20/202021:30:03,03/21/202016:35:30,KlickitatGoldendale,KlickitatValleyHealth,0260046,WA­202032021105,,"Medication,albuteralsulfateinhaler",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,"medication,albuteralsulfateinhaler",Medication
104,03/10/202016:39:04,03/18/202008:17:05,KingSeattle,PHSKC,PH­202031016296KC­202031016296,WA­202031016296,,Staffing RR 223S Staff for RentonRecovery Facility,IncidentStabilization,County,Unassigned,,,2020-03-10,2020-03-18,staffing rr 223s staff for rentonrecovery facility,Staffing
105,03/02/202021:00:45,03/17/202016:44:48,KingSeattle,King CountyMetroTransit,MTD­002,WA­20203221329,,Disinfectant Wipes,IncidentStabilization,County,In Transit,AssignedAssigned,,2020-03-02,2020-03-17,disinfectant wipes,Disinfectant/Sanitizer
106,03/02/202013:39:07,03/17/202016:42:24,KingRedmond,City ofRedmondEMD,Covid 19KC­20203213686,WA­20203213686,,PIO assistance to our ECC,IncidentStabilization,County,Cancelled,CancelledCancelled,,2020-03-02,2020-03-17,pio assistance to our ecc,
107,03/16/202009:51:33,03/17/202016:40:54,KingAlgona,KC EM,KC­20203169786,WA­20203169786,,Shower Slippers,IncidentStabilization,County,In Transit,Assigned,,2020-03-16,2020-03-17,shower slippers,
108,03/14/202016:18:22,03/17/202014:08:49,SnohomishBothell,AlphaSupportedLivingServices,Snoco­20203141699,WA­20203141699,,"Mask, N95 grade",Life Saving,County,Cancelled,,,2020-03-14,2020-03-17,"mask, n95 grade",Masks
109,03/16/202010:59:54,03/17/202013:48:58,SnohomishBothell,AlphaSupportedLivingServices­SHD,SnoCo­202031610415,WA­202031610415,,"Mask, N95 grade",IncidentStabilization,County,Accepted,,,2020-03-16,2020-03-17,"mask, n95 grade",Masks
110,03/04/202009:45:10,03/17/202013:01:27,KingSeattle,DCHS,KC­2020349702,WA­2020349702,,Active request: need 24/7 congregatespace for homeless individuals.,PropertyPreservation,County,Accepted,AssignedAssigned,,2020-03-04,2020-03-17,active request: need 24,
110,03/04/202009:45:10,03/17/202013:01:27,KingSeattle,DCHS,KC­2020349702,WA­2020349702,,Active request: need 24/7 congregatespace for homeless individuals.,PropertyPreservation,County,Accepted,AssignedAssigned,,2020-03-04,2020-03-17,7 congregatespace for homeless individuals.,
111,03/14/202016:21:23,03/17/202013:00:26,KingKent,DCHS,DCHS­202031416969,WA­202031416969,,Shelter Manager for Kent CentralMotel,IncidentStabilization,County,In Transit,In Transit,,2020-03-14,2020-03-17,shelter manager for kent centralmotel,
112,03/17/202012:18:24,03/17/202012:53:26,SnohomishEverett,SnohomishCounty FireTask Force,SnoCo­202031712967,WA­202031712967,,"Sanitizer, Hand",IncidentStabilization,County,Accepted,,,2020-03-17,2020-03-17,"sanitizer, hand",Disinfectant/Sanitizer
113,03/17/202011:57:35,03/17/202012:03:56,SpokaneMedicalLake,DSHS,DSHS­0017,WA­20203171118,,Isolation Gowns,,County,Unassigned,,,2020-03-17,2020-03-17,isolation gowns,Gowns
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,rr 191,
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,"mask,n95",Masks
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,"mask,procedure",Masks
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,hand sanitizer,Disinfectant/Sanitizer
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,"gown,disposable",Gowns
114,03/08/202015:56:39,03/21/202016:57:26,KingKent,MeadowbrookAFH LLC,PH­202038152570,WA­20203815257,,"RR 191 / mask,N95 / mask,procedure /hand sanitizer/ gown,disposable /gloves, exam",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-08,2020-03-21,"gloves, exam",Gloves
115,03/11/202016:08:30,03/21/202016:57:14,KingKent,MRJC,PH­202031116235PH­202031116235,WA­202031116235,,"Gown,Disposable",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,"gown,disposable",Gowns
116,03/07/202015:32:02,03/21/202016:57:14,KingSeattle,MeadowbrookUrgent Care &Family Practice,PH­20203715755PH­20203715755,WA­20203715755,,"T3 Mask,Proceudre /Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-07,2020-03-21,"t3 mask,proceudre",Masks
116,03/07/202015:32:02,03/21/202016:57:14,KingSeattle,MeadowbrookUrgent Care &Family Practice,PH­20203715755PH­20203715755,WA­20203715755,,"T3 Mask,Proceudre /Mask, N95",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-07,2020-03-21,"mask, n95",Masks
117,03/20/202013:17:02,03/21/202016:57:06,WallaWallaWallaWalla,Valley Transit,WA­2020320138500320002,WA­202032013850,,HandSanitizer,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-20,2020-03-21,handsanitizer,Disinfectant/Sanitizer
118,03/13/202011:55:46,03/21/202016:57:06,SnohomishEverett,SnohomishCounty Fire &Task Force,SNOCO ­ WA­202031311912WA­202031311912,WA­202031311912,,Cavicide,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,cavicide,
119,03/13/202013:49:14,03/21/202017:05:04,SnohomishEdmonds,SwedishEdmondsMedicalCenter,ED015/SnoCo­202031313780WA­202031313780,WA­202031313780,,"Gloves,Nitrile Exam",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"gloves,nitrile exam",Gloves
120,03/15/202010:08:42,03/21/202017:05:04,ThurstonOlympia,ThurstonCountyEmergencyManagement,TH­202031710776TH­202031710776,WA­202031710776,,"Mask, N95 /Face Shield,Anti­Fog /Gown,Procedure /COVID19 Testkits",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-15,2020-03-21,"mask, n95",Masks
120,03/15/202010:08:42,03/21/202017:05:04,ThurstonOlympia,ThurstonCountyEmergencyManagement,TH­202031710776TH­202031710776,WA­202031710776,,"Mask, N95 /Face Shield,Anti­Fog /Gown,Procedure /COVID19 Testkits",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-15,2020-03-21,"face shield,anti­fog",Face Shield
120,03/15/202010:08:42,03/21/202017:05:04,ThurstonOlympia,ThurstonCountyEmergencyManagement,TH­202031710776TH­202031710776,WA­202031710776,,"Mask, N95 /Face Shield,Anti­Fog /Gown,Procedure /COVID19 Testkits",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-15,2020-03-21,"gown,procedure",Gowns
120,03/15/202010:08:42,03/21/202017:05:04,ThurstonOlympia,ThurstonCountyEmergencyManagement,TH­202031710776TH­202031710776,WA­202031710776,,"Mask, N95 /Face Shield,Anti­Fog /Gown,Procedure /COVID19 Testkits",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-15,2020-03-21,covid19 testkits,
121,03/10/202016:03:01,03/21/202017:04:49,OkanoganOkanogan,OkanoganEM/LifelineAmbulance,OKEM202003100001,WA­202031016798,,"wipes,disinfecting",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-10,2020-03-21,"wipes,disinfecting",Disinfectant/Sanitizer
